2.42563e+00, 7.92804e+02, 4.86237e+04, 8.65259e+00, 1.44526e+01
2.42636e+00, 7.38297e+02, 4.27977e+04, 8.56840e+00, 1.39392e+01
2.42709e+00, 6.92358e+02, 3.81514e+04, 8.49234e+00, 1.34916e+01
2.42782e+00, 6.52982e+02, 3.43628e+04, 8.42290e+00, 1.30958e+01
2.42855e+00, 6.18832e+02, 3.12232e+04, 8.35910e+00, 1.27427e+01
2.42928e+00, 5.88824e+02, 2.85774e+04, 8.29998e+00, 1.24242e+01
2.43001e+00, 5.62169e+02, 2.63164e+04, 8.24480e+00, 1.21343e+01
2.43075e+00, 5.38317e+02, 2.43650e+04, 8.19310e+00, 1.18690e+01
2.43148e+00, 5.16841e+02, 2.26661e+04, 8.14450e+00, 1.16249e+01
2.43221e+00, 4.97380e+02, 2.11748e+04, 8.09862e+00, 1.13993e+01
2.43294e+00, 4.79496e+02, 1.98448e+04, 8.05481e+00, 1.11881e+01
2.43367e+00, 4.63234e+02, 1.86692e+04, 8.01348e+00, 1.09924e+01
2.43441e+00, 4.48318e+02, 1.76194e+04, 7.97425e+00, 1.08099e+01
2.43514e+00, 4.34538e+02, 1.66739e+04, 7.93678e+00, 1.06385e+01
2.43587e+00, 4.21743e+02, 1.58170e+04, 7.90089e+00, 1.04769e+01
2.43661e+00, 4.09821e+02, 1.50370e+04, 7.86642e+00, 1.03241e+01
2.43734e+00, 3.98685e+02, 1.43244e+04, 7.83328e+00, 1.01792e+01
2.43808e+00, 3.88254e+02, 1.36710e+04, 7.80137e+00, 1.00417e+01
2.43881e+00, 3.78464e+02, 1.30702e+04, 7.77060e+00, 9.91089e+00
2.43954e+00, 3.69254e+02, 1.25161e+04, 7.74089e+00, 9.78626e+00
2.44028e+00, 3.60571e+02, 1.20035e+04, 7.71218e+00, 9.66729e+00
2.44101e+00, 3.52365e+02, 1.15280e+04, 7.68438e+00, 9.55352e+00
2.44175e+00, 3.44598e+02, 1.10858e+04, 7.65746e+00, 9.44458e+00
2.44248e+00, 3.37235e+02, 1.06737e+04, 7.63134e+00, 9.34014e+00
2.44322e+00, 3.30242e+02, 1.02889e+04, 7.60600e+00, 9.23987e+00
2.44396e+00, 3.23590e+02, 9.92860e+03, 7.58136e+00, 9.14348e+00
2.44469e+00, 3.17252e+02, 9.59071e+03, 7.55741e+00, 9.05069e+00
2.44543e+00, 3.11206e+02, 9.27320e+03, 7.53409e+00, 8.96128e+00
2.44616e+00, 3.05427e+02, 8.97425e+03, 7.51136e+00, 8.87500e+00
2.44690e+00, 2.99901e+02, 8.69240e+03, 7.48921e+00, 8.79170e+00
2.44764e+00, 2.94608e+02, 8.42626e+03, 7.46760e+00, 8.71119e+00
2.44837e+00, 2.89535e+02, 8.17458e+03, 7.44650e+00, 8.63330e+00
2.44911e+00, 2.84666e+02, 7.93625e+03, 7.42589e+00, 8.55790e+00
2.44985e+00, 2.79989e+02, 7.71024e+03, 7.40575e+00, 8.48484e+00
2.45059e+00, 2.75491e+02, 7.49565e+03, 7.38605e+00, 8.41399e+00
2.45133e+00, 2.71160e+02, 7.29159e+03, 7.36677e+00, 8.34521e+00
2.45206e+00, 2.66979e+02, 7.09695e+03, 7.34785e+00, 8.27828e+00
2.45280e+00, 2.62959e+02, 6.91199e+03, 7.32937e+00, 8.21340e+00
2.45354e+00, 2.59078e+02, 6.73552e+03, 7.31126e+00, 8.15030e+00
2.45428e+00, 2.55331e+02, 6.56701e+03, 7.29349e+00, 8.08889e+00
2.45502e+00, 2.51711e+02, 6.40607e+03, 7.27608e+00, 8.02914e+00
2.45576e+00, 2.48223e+02, 6.25264e+03, 7.25906e+00, 7.97114e+00
2.45650e+00, 2.44814e+02, 6.10426e+03, 7.24217e+00, 7.91404e+00
2.45724e+00, 2.41543e+02, 5.96339e+03, 7.22575e+00, 7.85888e+00
2.45798e+00, 2.38376e+02, 5.82839e+03, 7.20963e+00, 7.80509e+00
2.45872e+00, 2.35314e+02, 5.69914e+03, 7.19383e+00, 7.75273e+00
2.45946e+00, 2.32325e+02, 5.57424e+03, 7.17820e+00, 7.70130e+00
2.46020e+00, 2.29416e+02, 5.45385e+03, 7.16279e+00, 7.65091e+00
2.46094e+00, 2.26591e+02, 5.33802e+03, 7.14762e+00, 7.60165e+00
2.46168e+00, 2.23857e+02, 5.22702e+03, 7.13277e+00, 7.55369e+00
2.46242e+00, 2.21196e+02, 5.11994e+03, 7.11813e+00, 7.50671e+00
2.46316e+00, 2.18608e+02, 5.01674e+03, 7.10372e+00, 7.46074e+00
2.46390e+00, 2.16092e+02, 4.91728e+03, 7.08953e+00, 7.41577e+00
2.46465e+00, 2.13643e+02, 4.82132e+03, 7.07556e+00, 7.37174e+00
2.46539e+00, 2.11257e+02, 4.72866e+03, 7.06179e+00, 7.32860e+00
2.46613e+00, 2.08934e+02, 4.63915e+03, 7.04823e+00, 7.28633e+00
2.46687e+00, 2.06669e+02, 4.55265e+03, 7.03486e+00, 7.24491e+00
2.46762e+00, 2.04461e+02, 4.46900e+03, 7.02168e+00, 7.20429e+00
2.46836e+00, 2.02308e+02, 4.38808e+03, 7.00868e+00, 7.16447e+00
2.46910e+00, 2.00207e+02, 4.30975e+03, 6.99586e+00, 7.12539e+00
2.46985e+00, 1.98156e+02, 4.23390e+03, 6.98321e+00, 7.08705e+00
2.47059e+00, 1.96154e+02, 4.16040e+03, 6.97073e+00, 7.04941e+00
2.47133e+00, 1.94198e+02, 4.08917e+03, 6.95841e+00, 7.01246e+00
2.47208e+00, 1.92271e+02, 4.01952e+03, 6.94615e+00, 6.97587e+00
2.47282e+00, 1.90409e+02, 3.95270e+03, 6.93418e+00, 6.94032e+00
2.47357e+00, 1.88588e+02, 3.88782e+03, 6.92236e+00, 6.90537e+00
2.47431e+00, 1.86804e+02, 3.82474e+03, 6.91067e+00, 6.87097e+00
2.47506e+00, 1.85057e+02, 3.76339e+03, 6.89910e+00, 6.83712e+00
2.47580e+00, 1.83364e+02, 3.70434e+03, 6.88779e+00, 6.80414e+00
2.47655e+00, 1.81692e+02, 3.64645e+03, 6.87651e+00, 6.77143e+00
2.47729e+00, 1.80054e+02, 3.59012e+03, 6.86535e+00, 6.73923e+00
2.47804e+00, 1.78343e+02, 3.53172e+03, 6.85357e+00, 6.70550e+00
2.47879e+00, 1.76762e+02, 3.47811e+03, 6.84259e+00, 6.67413e+00
2.47953e+00, 1.75215e+02, 3.42597e+03, 6.83175e+00, 6.64328e+00
2.48028e+00, 1.73699e+02, 3.37524e+03, 6.82103e+00, 6.61293e+00
2.48103e+00, 1.72187e+02, 3.32496e+03, 6.81024e+00, 6.58252e+00
2.48177e+00, 1.70733e+02, 3.27694e+03, 6.79978e+00, 6.55314e+00
2.48252e+00, 1.69309e+02, 3.23016e+03, 6.78944e+00, 6.52422e+00
2.48327e+00, 1.68073e+02, 3.18974e+03, 6.78042e+00, 6.49891e+00
2.48402e+00, 1.66703e+02, 3.14531e+03, 6.77032e+00, 6.47089e+00
2.48477e+00, 1.65360e+02, 3.10197e+03, 6.76032e+00, 6.44327e+00
2.48551e+00, 1.64041e+02, 3.05969e+03, 6.75043e+00, 6.41604e+00
2.48626e+00, 1.62746e+02, 3.01841e+03, 6.74064e+00, 6.38920e+00
2.48701e+00, 1.61474e+02, 2.97812e+03, 6.73094e+00, 6.36274e+00
2.48776e+00, 1.60225e+02, 2.93878e+03, 6.72134e+00, 6.33663e+00
2.48851e+00, 1.58998e+02, 2.90036e+03, 6.71184e+00, 6.31089e+00
2.48926e+00, 1.57793e+02, 2.86281e+03, 6.70242e+00, 6.28549e+00
2.49001e+00, 1.56608e+02, 2.82613e+03, 6.69310e+00, 6.26043e+00
2.49076e+00, 1.55444e+02, 2.79027e+03, 6.68387e+00, 6.23571e+00
2.49151e+00, 1.54299e+02, 2.75521e+03, 6.67472e+00, 6.21130e+00
2.49226e+00, 1.53173e+02, 2.72093e+03, 6.66566e+00, 6.18722e+00
2.49301e+00, 1.52066e+02, 2.68740e+03, 6.65668e+00, 6.16344e+00
2.49376e+00, 1.50978e+02, 2.65460e+03, 6.64778e+00, 6.13997e+00
2.49451e+00, 1.49907e+02, 2.62250e+03, 6.63896e+00, 6.11679e+00
2.49526e+00, 1.48853e+02, 2.59108e+03, 6.63022e+00, 6.09389e+00
2.49601e+00, 1.47816e+02, 2.56033e+03, 6.62156e+00, 6.07129e+00
2.49676e+00, 1.46796e+02, 2.53022e+03, 6.61297e+00, 6.04895e+00
2.49752e+00, 1.45791e+02, 2.50073e+03, 6.60446e+00, 6.02689e+00
2.49827e+00, 1.44802e+02, 2.47185e+03, 6.59602e+00, 6.00509e+00
2.49902e+00, 1.43829e+02, 2.44355e+03, 6.58765e+00, 5.98355e+00
2.49977e+00, 1.42870e+02, 2.41582e+03, 6.57935e+00, 5.96227e+00
2.50053e+00, 1.41925e+02, 2.38865e+03, 6.57113e+00, 5.94123e+00
2.50128e+00, 1.40995e+02, 2.36201e+03, 6.56297e+00, 5.92044e+00
2.50203e+00, 1.40079e+02, 2.33590e+03, 6.55487e+00, 5.89988e+00
2.50279e+00, 1.39176e+02, 2.31029e+03, 6.54685e+00, 5.87956e+00
2.50354e+00, 1.38286e+02, 2.28518e+03, 6.53888e+00, 5.85946e+00
2.50429e+00, 1.37409e+02, 2.26054e+03, 6.53098e+00, 5.83959e+00
2.50505e+00, 1.36545e+02, 2.23637e+03, 6.52315e+00, 5.81994e+00
2.50580e+00, 1.35693e+02, 2.21266e+03, 6.51537e+00, 5.80050e+00
2.50656e+00, 1.34853e+02, 2.18938e+03, 6.50765e+00, 5.78128e+00
2.50731e+00, 1.34025e+02, 2.16654e+03, 6.50000e+00, 5.76226e+00
2.50807e+00, 1.33208e+02, 2.14412e+03, 6.49240e+00, 5.74344e+00
2.50882e+00, 1.32402e+02, 2.12210e+03, 6.48486e+00, 5.72483e+00
2.50958e+00, 1.31608e+02, 2.10048e+03, 6.47737e+00, 5.70641e+00
2.51033e+00, 1.30824e+02, 2.07924e+03, 6.46995e+00, 5.68818e+00
2.51109e+00, 1.30051e+02, 2.05839e+03, 6.46257e+00, 5.67014e+00
2.51185e+00, 1.29289e+02, 2.03793e+03, 6.45526e+00, 5.65231e+00
2.51260e+00, 1.28539e+02, 2.01787e+03, 6.44803e+00, 5.63470e+00
2.51336e+00, 1.27797e+02, 1.99812e+03, 6.44082e+00, 5.61723e+00
2.51412e+00, 1.27066e+02, 1.97872e+03, 6.43368e+00, 5.59995e+00
2.51487e+00, 1.26343e+02, 1.95964e+03, 6.42658e+00, 5.58284e+00
2.51563e+00, 1.25630e+02, 1.94088e+03, 6.41953e+00, 5.56588e+00
2.51639e+00, 1.24908e+02, 1.92199e+03, 6.41235e+00, 5.54870e+00
2.51715e+00, 1.24211e+02, 1.90382e+03, 6.40538e+00, 5.53204e+00
2.51790e+00, 1.23523e+02, 1.88594e+03, 6.39846e+00, 5.51553e+00
2.51866e+00, 1.22843e+02, 1.86835e+03, 6.39158e+00, 5.49918e+00
